firstnames,Lastnames,DOB,annee_bacc
2. Noah,A3,6/1/1950,3/25/1980
3. Oliver,A4,6/1/1950,3/25/1980
4. Elijah,A5,6/1/1950,3/25/1980
5. James,A6,6/1/1950,3/25/1980
6. William,A7,6/1/1950,3/25/1980
7. Benjamin,A8,6/1/1950,3/25/1980
8. Lucas,A9,6/1/1950,3/25/1980
9. Henry,A10,6/1/1950,3/25/1980
10. Theodore,A11,6/1/1950,3/25/1980
11. Jack,A12,6/1/1950,3/25/1980
12. Levi,A13,6/1/1950,3/25/1980
13. Alexander,A14,6/1/1950,3/25/1980
14. Jackson,A15,6/1/1950,3/25/1980
15. Mateo,A16,6/1/1950,3/25/1980
16. Daniel,A17,6/1/1950,3/25/1980
17. Michael,A18,6/1/1950,3/25/1980
18. Mason,A19,6/1/1950,3/25/1980
19. Sebastian,A20,6/1/1950,3/25/1980
20. Ethan,A21,6/1/1950,3/25/1980
21. Logan,A22,6/1/1950,3/25/1980
22. Owen,A23,6/1/1950,3/25/1980
23. Samuel,A24,6/1/1950,3/25/1980
24. Jacob,A25,6/1/1950,3/25/1980
25. Asher,A26,6/1/1950,3/25/1980
26. Aiden,A27,6/1/1950,3/25/1980
27. John,A28,6/1/1950,3/25/1980
28. Joseph,A29,6/1/1950,3/25/1980
29. Wyatt,A30,6/1/1950,3/25/1980
30. David,A31,6/1/1950,3/25/1980
31. Leo,A32,6/1/1950,3/25/1980
32. Luke,A33,6/1/1950,3/25/1980
33. Julian,A34,6/1/1950,3/25/1980
34. Hudson,A35,6/1/1950,3/25/1980
35. Grayson,A36,6/1/1950,3/25/1980
36. Matthew,A37,6/1/1950,3/25/1980
37. Ezra,A38,6/1/1950,3/25/1980
38. Gabriel,A39,6/1/1950,3/25/1980
39. Carter,A40,6/1/1950,3/25/1980
40. Isaac,A41,6/1/1950,3/25/1980
41. Jayden,A42,6/1/1950,3/25/1980
42. Luca,A43,6/1/1950,3/25/1980
43. Anthony,A44,6/1/1950,3/25/1980
44. Dylan,A45,6/1/1950,3/25/1980
45. Lincoln,A46,6/1/1950,3/25/1980
46. Thomas,A47,6/1/1950,3/25/1980
47. Maverick,A48,6/1/1950,3/25/1980
48. Elias,A49,6/1/1950,3/25/1980
49. Josiah,A50,6/1/1950,3/25/1980
50. Charles,A51,6/1/1950,3/25/1980
51. Caleb,A52,6/1/1950,3/25/1980
52. Christopher,A53,6/1/1950,3/25/1980
53. Ezekiel,A54,6/1/1950,3/25/1980
54. Miles,A55,6/1/1950,3/25/1980
55. Jaxon,A56,6/1/1950,3/25/1980
56. Isaiah,A57,6/1/1950,3/25/1980
57. Andrew,A58,6/1/1950,3/25/1980
58. Joshua,A59,6/1/1950,3/25/1980
59. Nathan,A60,6/1/1950,3/25/1980
60. Nolan,A61,6/1/1950,3/25/1980
61. Adrian,A62,6/1/1950,3/25/1980
62. Cameron,A63,6/1/1950,3/25/1980
63. Santiago,A64,6/1/1950,3/25/1980
64. Eli,A65,6/1/1950,3/25/1980
65. Aaron,A66,6/1/1950,3/25/1980
66. Ryan,A67,6/1/1950,3/25/1980
67. Angel,A68,6/1/1950,3/25/1980
68. Cooper,A69,6/1/1950,3/25/1980
69. Waylon,A70,6/1/1950,3/25/1980
70. Easton,A71,6/1/1950,3/25/1980
71. Kai,A72,6/1/1950,3/25/1980
72. Christian,A73,6/1/1950,3/25/1980
73. Landon,A74,6/1/1950,3/25/1980
74. Colton,A75,6/1/1950,3/25/1980
75. Roman,A76,6/1/1950,3/25/1980
76. Axel,A77,6/1/1950,3/25/1980
77. Brooks,A78,6/1/1950,3/25/1980
78. Jonathan,A79,6/1/1950,3/25/1980
79. Robert,A80,6/1/1950,3/25/1980
80. Jameson,A81,6/1/1950,3/25/1980
81. Ian,A82,6/1/1950,3/25/1980
82. Everett,A83,6/1/1950,3/25/1980
83. Greyson,A84,6/1/1950,3/25/1980
84. Wesley,A85,6/1/1950,3/25/1980
85. Jeremiah,A86,6/1/1950,3/25/1980
86. Hunter,A87,6/1/1950,3/25/1980
87. Leonardo,A88,6/1/1950,3/25/1980
88. Jordan,A89,6/1/1950,3/25/1980
89. Jose,A90,6/1/1950,3/25/1980
90. Bennett,A91,6/1/1950,3/25/1980
91. Silas,A92,6/1/1950,3/25/1980
92. Nicholas,A93,6/1/1950,3/25/1980
93. Parker,A94,6/1/1950,3/25/1980
94. Beau,A95,6/1/1950,3/25/1980
95. Weston,A96,6/1/1950,3/25/1980
96. Austin,A97,6/1/1950,3/25/1980
97. Connor,A98,6/1/1950,3/25/1980
98. Carson,A99,6/1/1950,3/25/1980
99. Dominic,A100,6/1/1950,3/25/1980
100. Xavier,A101,6/1/1950,3/25/1980
101. Jaxson,A102,6/1/1950,3/25/1980
102. Jace,A103,6/1/1950,3/25/1980
103. Emmett,A104,6/1/1950,3/25/1980
104. Adam,A105,6/1/1950,3/25/1980
105. Declan,A106,6/1/1950,3/25/1980
106. Rowan,A107,6/1/1950,3/25/1980
107. Micah,A108,6/1/1950,3/25/1980
108. Kayden,A109,6/1/1950,3/25/1980
109. Gael,A110,6/1/1950,3/25/1980
110. River,A111,6/1/1950,3/25/1980
111. Ryder,A112,6/1/1950,3/25/1980
112. Kingston,A113,6/1/1950,3/25/1980
113. Damian,A114,6/1/1950,3/25/1980
114. Sawyer,A115,6/1/1950,3/25/1980
115. Luka,A116,6/1/1950,3/25/1980
116. Evan,A117,6/1/1950,3/25/1980
117. Vincent,A118,6/1/1950,3/25/1980
118. Legend,A119,6/1/1950,3/25/1980
119. Myles,A120,6/1/1950,3/25/1980
120. Harrison,A121,6/1/1950,3/25/1980
121. August,A122,6/1/1950,3/25/1980
122. Bryson,A123,6/1/1950,3/25/1980
123. Amir,A124,6/1/1950,3/25/1980
124. Giovanni,A125,6/1/1950,3/25/1980
125. Chase,A126,6/1/1950,3/25/1980
126. Diego,A127,6/1/1950,3/25/1980
127. Milo,A128,6/1/1950,3/25/1980
128. Jasper,A129,6/1/1950,3/25/1980
129. Walker,A130,6/1/1950,3/25/1980
130. Jason,A131,6/1/1950,3/25/1980
131. Brayden,A132,6/1/1950,3/25/1980
132. Cole,A133,6/1/1950,3/25/1980
133. Nathaniel,A134,6/1/1950,3/25/1980
134. George,A135,6/1/1950,3/25/1980
135. Lorenzo,A136,6/1/1950,3/25/1980
136. Zion,A137,6/1/1950,3/25/1980
137. Luis,A138,6/1/1950,3/25/1980
138. Archer,A139,6/1/1950,3/25/1980
139. Enzo,A140,6/1/1950,3/25/1980
140. Jonah,A141,6/1/1950,3/25/1980
141. Thiago,A142,6/1/1950,3/25/1980
142. Theo,A143,6/1/1950,3/25/1980
143. Ayden,A144,6/1/1950,3/25/1980
144. Zachary,A145,6/1/1950,3/25/1980
145. Calvin,A146,6/1/1950,3/25/1980
146. Braxton,A147,6/1/1950,3/25/1980
147. Ashton,A148,6/1/1950,3/25/1980
148. Rhett,A149,6/1/1950,3/25/1980
149. Atlas,A150,6/1/1950,3/25/1980
150. Jude,A151,6/1/1950,3/25/1980
151. Bentley,A152,6/1/1950,3/25/1980
152. Carlos,A153,6/1/1950,3/25/1980
153. Ryker,A154,6/1/1950,3/25/1980
154. Adriel,A155,6/1/1950,3/25/1980
155. Arthur,A156,6/1/1950,3/25/1980
156. Ace,A157,6/1/1950,3/25/1980
157. Tyler,A158,6/1/1950,3/25/1980
158. Jayce,A159,6/1/1950,3/25/1980
159. Max,A160,6/1/1950,3/25/1980
160. Elliot,A161,6/1/1950,3/25/1980
161. Graham,A162,6/1/1950,3/25/1980
162. Kaiden,A163,6/1/1950,3/25/1980
163. Maxwell,A164,6/1/1950,3/25/1980
164. Juan,A165,6/1/1950,3/25/1980
165. Dean,A166,6/1/1950,3/25/1980
166. Matteo,A167,6/1/1950,3/25/1980
167. Malachi,A168,6/1/1950,3/25/1980
168. Ivan,A169,6/1/1950,3/25/1980
169. Elliott,A170,6/1/1950,3/25/1980
170. Jesus,A171,6/1/1950,3/25/1980
171. Emiliano,A172,6/1/1950,3/25/1980
172. Messiah,A173,6/1/1950,3/25/1980
173. Gavin,A174,6/1/1950,3/25/1980
174. Maddox,A175,6/1/1950,3/25/1980
175. Camden,A176,6/1/1950,3/25/1980
176. Hayden,A177,6/1/1950,3/25/1980
177. Leon,A178,6/1/1950,3/25/1980
178. Antonio,A179,6/1/1950,3/25/1980
179. Justin,A180,6/1/1950,3/25/1980
180. Tucker,A181,6/1/1950,3/25/1980
181. Brandon,A182,6/1/1950,3/25/1980
182. Kevin,A183,6/1/1950,3/25/1980
183. Judah,A184,6/1/1950,3/25/1980
184. Finn,A185,6/1/1950,3/25/1980
185. King,A186,6/1/1950,3/25/1980
186. Brody,A187,6/1/1950,3/25/1980
187. Xander,A188,6/1/1950,3/25/1980
188. Nicolas,A189,6/1/1950,3/25/1980
189. Charlie,A190,6/1/1950,3/25/1980
190. Arlo,A191,6/1/1950,3/25/1980
191. Emmanuel,A192,6/1/1950,3/25/1980
192. Barrett,A193,6/1/1950,3/25/1980
193. Felix,A194,6/1/1950,3/25/1980
194. Alex,A195,6/1/1950,3/25/1980
195. Miguel,A196,6/1/1950,3/25/1980
196. Abel,A197,6/1/1950,3/25/1980
197. Alan,A198,6/1/1950,3/25/1980
198. Beckett,A199,6/1/1950,3/25/1980
199. Amari,A200,6/1/1950,3/25/1980
200. Karter,A201,6/1/1950,3/25/1980
201. Timothy,A202,6/1/1950,3/25/1980
202. Abraham,A203,6/1/1950,3/25/1980
203. Jesse,A204,6/1/1950,3/25/1980
204. Zayden,A205,6/1/1950,3/25/1980
205. Blake,A206,6/1/1950,3/25/1980
206. Alejandro,A207,6/1/1950,3/25/1980
207. Dawson,A208,6/1/1950,3/25/1980
208. Tristan,A209,6/1/1950,3/25/1980
209. Victor,A210,6/1/1950,3/25/1980
210. Avery,A211,6/1/1950,3/25/1980
211. Joel,A212,6/1/1950,3/25/1980
212. Grant,A213,6/1/1950,3/25/1980
213. Eric,A214,6/1/1950,3/25/1980
214. Patrick,A215,6/1/1950,3/25/1980
215. Peter,A216,6/1/1950,3/25/1980
216. Richard,A217,6/1/1950,3/25/1980
217. Edward,A218,6/1/1950,3/25/1980
218. Andres,A219,6/1/1950,3/25/1980
219. Emilio,A220,6/1/1950,3/25/1980
220. Colt,A221,6/1/1950,3/25/1980
221. Knox,A222,6/1/1950,3/25/1980
222. Beckham,A223,6/1/1950,3/25/1980
223. Adonis,A224,6/1/1950,3/25/1980
224. Kyrie,A225,6/1/1950,3/25/1980
225. Matias,A226,6/1/1950,3/25/1980
226. Oscar,A227,6/1/1950,3/25/1980
227. Lukas,A228,6/1/1950,3/25/1980
228. Marcus,A229,6/1/1950,3/25/1980
229. Hayes,A230,6/1/1950,3/25/1980
230. Caden,A231,6/1/1950,3/25/1980
231. Remington,A232,6/1/1950,3/25/1980
232. Griffin,A233,6/1/1950,3/25/1980
233. Nash,A234,6/1/1950,3/25/1980
234. Israel,A235,6/1/1950,3/25/1980
235. Steven,A236,6/1/1950,3/25/1980
236. Holden,A237,6/1/1950,3/25/1980
237. Rafael,A238,6/1/1950,3/25/1980
238. Zane,A239,6/1/1950,3/25/1980
239. Jeremy,A240,6/1/1950,3/25/1980
240. Kash,A241,6/1/1950,3/25/1980
241. Preston,A242,6/1/1950,3/25/1980
242. Kyler,A243,6/1/1950,3/25/1980
243. Jax,A244,6/1/1950,3/25/1980
244. Jett,A245,6/1/1950,3/25/1980
245. Kaleb,A246,6/1/1950,3/25/1980
246. Riley,A247,6/1/1950,3/25/1980
247. Simon,A248,6/1/1950,3/25/1980
248. Phoenix,A249,6/1/1950,3/25/1980
249. Javier,A250,6/1/1950,3/25/1980
250. Bryce,A251,6/1/1950,3/25/1980
251. Louis,A252,6/1/1950,3/25/1980
252. Mark,A253,6/1/1950,3/25/1980
253. Cash,A254,6/1/1950,3/25/1980
254. Lennox,A255,6/1/1950,3/25/1980
255. Paxton,A256,6/1/1950,3/25/1980
256. Malakai,A257,6/1/1950,3/25/1980
257. Paul,A258,6/1/1950,3/25/1980
258. Kenneth,A259,6/1/1950,3/25/1980
259. Nico,A260,6/1/1950,3/25/1980
260. Kaden,A261,6/1/1950,3/25/1980
261. Lane,A262,6/1/1950,3/25/1980
262. Kairo,A263,6/1/1950,3/25/1980
263. Maximus,A264,6/1/1950,3/25/1980
264. Omar,A265,6/1/1950,3/25/1980
265. Finley,A266,6/1/1950,3/25/1980
266. Atticus,A267,6/1/1950,3/25/1980
267. Crew,A268,6/1/1950,3/25/1980
268. Brantley,A269,6/1/1950,3/25/1980
269. Colin,A270,6/1/1950,3/25/1980
270. Dallas,A271,6/1/1950,3/25/1980
271. Walter,A272,6/1/1950,3/25/1980
272. Brady,A273,6/1/1950,3/25/1980
273. Callum,A274,6/1/1950,3/25/1980
274. Ronan,A275,6/1/1950,3/25/1980
275. Hendrix,A276,6/1/1950,3/25/1980
276. Jorge,A277,6/1/1950,3/25/1980
277. Tobias,A278,6/1/1950,3/25/1980
278. Clayton,A279,6/1/1950,3/25/1980
279. Emerson,A280,6/1/1950,3/25/1980
280. Damien,A281,6/1/1950,3/25/1980
281. Zayn,A282,6/1/1950,3/25/1980
282. Malcolm,A283,6/1/1950,3/25/1980
283. Kayson,A284,6/1/1950,3/25/1980
284. Bodhi,A285,6/1/1950,3/25/1980
285. Bryan,A286,6/1/1950,3/25/1980
286. Aidan,A287,6/1/1950,3/25/1980
287. Cohen,A288,6/1/1950,3/25/1980
288. Brian,A289,6/1/1950,3/25/1980
289. Cayden,A290,6/1/1950,3/25/1980
290. Andre,A291,6/1/1950,3/25/1980
291. Niko,A292,6/1/1950,3/25/1980
292. Maximiliano,A293,6/1/1950,3/25/1980
293. Zander,A294,6/1/1950,3/25/1980
294. Khalil,A295,6/1/1950,3/25/1980
295. Rory,A296,6/1/1950,3/25/1980
296. Francisco,A297,6/1/1950,3/25/1980
297. Cruz,A298,6/1/1950,3/25/1980
298. Kobe,A299,6/1/1950,3/25/1980
299. Reid,A300,6/1/1950,3/25/1980
300. Daxton,A301,6/1/1950,3/25/1980
301. Derek,A302,6/1/1950,3/25/1980
302. Martin,A303,6/1/1950,3/25/1980
303. Jensen,A304,6/1/1950,3/25/1980
304. Karson,A305,6/1/1950,3/25/1980
305. Tate,A306,6/1/1950,3/25/1980
306. Muhammad,A307,6/1/1950,3/25/1980
307. Jaden,A308,6/1/1950,3/25/1980
308. Joaquin,A309,6/1/1950,3/25/1980
309. Josue,A310,6/1/1950,3/25/1980
310. Gideon,A311,6/1/1950,3/25/1980
311. Dante,A312,6/1/1950,3/25/1980
312. Cody,A313,6/1/1950,3/25/1980
313. Bradley,A314,6/1/1950,3/25/1980
314. Orion,A315,6/1/1950,3/25/1980
315. Spencer,A316,6/1/1950,3/25/1980
316. Angelo,A317,6/1/1950,3/25/1980
317. Erick,A318,6/1/1950,3/25/1980
318. Jaylen,A319,6/1/1950,3/25/1980
319. Julius,A320,6/1/1950,3/25/1980
320. Manuel,A321,6/1/1950,3/25/1980
321. Ellis,A322,6/1/1950,3/25/1980
322. Colson,A323,6/1/1950,3/25/1980
323. Cairo,A324,6/1/1950,3/25/1980
324. Gunner,A325,6/1/1950,3/25/1980
325. Wade,A326,6/1/1950,3/25/1980
326. Chance,A327,6/1/1950,3/25/1980
327. Odin,A328,6/1/1950,3/25/1980
328. Anderson,A329,6/1/1950,3/25/1980
329. Kane,A330,6/1/1950,3/25/1980
330. Raymond,A331,6/1/1950,3/25/1980
331. Cristian,A332,6/1/1950,3/25/1980
332. Aziel,A333,6/1/1950,3/25/1980
333. Prince,A334,6/1/1950,3/25/1980
334. Ezequiel,A335,6/1/1950,3/25/1980
335. Jake,A336,6/1/1950,3/25/1980
336. Otto,A337,6/1/1950,3/25/1980
337. Eduardo,A338,6/1/1950,3/25/1980
338. Rylan,A339,6/1/1950,3/25/1980
339. Ali,A340,6/1/1950,3/25/1980
340. Cade,A341,6/1/1950,3/25/1980
341. Stephen,A342,6/1/1950,3/25/1980
342. Ari,A343,6/1/1950,3/25/1980
343. Kameron,A344,6/1/1950,3/25/1980
344. Dakota,A345,6/1/1950,3/25/1980
345. Warren,A346,6/1/1950,3/25/1980
346. Ricardo,A347,6/1/1950,3/25/1980
347. Killian,A348,6/1/1950,3/25/1980
348. Mario,A349,6/1/1950,3/25/1980
349. Romeo,A350,6/1/1950,3/25/1980
350. Cyrus,A351,6/1/1950,3/25/1980
351. Ismael,A352,6/1/1950,3/25/1980
352. Russell,A353,6/1/1950,3/25/1980
353. Tyson,A354,6/1/1950,3/25/1980
354. Edwin,A355,6/1/1950,3/25/1980
355. Desmond,A356,6/1/1950,3/25/1980
356. Nasir,A357,6/1/1950,3/25/1980
357. Remy,A358,6/1/1950,3/25/1980
358. Tanner,A359,6/1/1950,3/25/1980
359. Fernando,A360,6/1/1950,3/25/1980
360. Hector,A361,6/1/1950,3/25/1980
361. Titus,A362,6/1/1950,3/25/1980
362. Lawson,A363,6/1/1950,3/25/1980
363. Sean,A364,6/1/1950,3/25/1980
364. Kyle,A365,6/1/1950,3/25/1980
365. Elian,A366,6/1/1950,3/25/1980
366. Corbin,A367,6/1/1950,3/25/1980
367. Bowen,A368,6/1/1950,3/25/1980
368. Wilder,A369,6/1/1950,3/25/1980
369. Armani,A370,6/1/1950,3/25/1980
370. Royal,A371,6/1/1950,3/25/1980
371. Stetson,A372,6/1/1950,3/25/1980
372. Briggs,A373,6/1/1950,3/25/1980
373. Sullivan,A374,6/1/1950,3/25/1980
374. Leonel,A375,6/1/1950,3/25/1980
375. Callan,A376,6/1/1950,3/25/1980
376. Finnegan,A377,6/1/1950,3/25/1980
377. Jay,A378,6/1/1950,3/25/1980
378. Zayne,A379,6/1/1950,3/25/1980
379. Marshall,A380,6/1/1950,3/25/1980
380. Kade,A381,6/1/1950,3/25/1980
381. Travis,A382,6/1/1950,3/25/1980
382. Sterling,A383,6/1/1950,3/25/1980
383. Raiden,A384,6/1/1950,3/25/1980
384. Sergio,A385,6/1/1950,3/25/1980
385. Tatum,A386,6/1/1950,3/25/1980
386. Cesar,A387,6/1/1950,3/25/1980
387. Zyaire,A388,6/1/1950,3/25/1980
388. Milan,A389,6/1/1950,3/25/1980
389. Devin,A390,6/1/1950,3/25/1980
390. Gianni,A391,6/1/1950,3/25/1980
391. Kamari,A392,6/1/1950,3/25/1980
392. Royce,A393,6/1/1950,3/25/1980
393. Malik,A394,6/1/1950,3/25/1980
394. Jared,A395,6/1/1950,3/25/1980
395. Franklin,A396,6/1/1950,3/25/1980
396. Clark,A397,6/1/1950,3/25/1980
397. Noel,A398,6/1/1950,3/25/1980
398. Marco,A399,6/1/1950,3/25/1980
399. Archie,A400,6/1/1950,3/25/1980
400. Apollo,A401,6/1/1950,3/25/1980
401. Pablo,A402,6/1/1950,3/25/1980
402. Garrett,A403,6/1/1950,3/25/1980
403. Oakley,A404,6/1/1950,3/25/1980
404. Memphis,A405,6/1/1950,3/25/1980
405. Quinn,A406,6/1/1950,3/25/1980
406. Onyx,A407,6/1/1950,3/25/1980
407. Alijah,A408,6/1/1950,3/25/1980
408. Baylor,A409,6/1/1950,3/25/1980
409. Edgar,A410,6/1/1950,3/25/1980
410. Nehemiah,A411,6/1/1950,3/25/1980
411. Winston,A412,6/1/1950,3/25/1980
412. Major,A413,6/1/1950,3/25/1980
413. Rhys,A414,6/1/1950,3/25/1980
414. Forrest,A415,6/1/1950,3/25/1980
415. Jaiden,A416,6/1/1950,3/25/1980
416. Reed,A417,6/1/1950,3/25/1980
417. Santino,A418,6/1/1950,3/25/1980
418. Troy,A419,6/1/1950,3/25/1980
419. Caiden,A420,6/1/1950,3/25/1980
420. Harvey,A421,6/1/1950,3/25/1980
421. Collin,A422,6/1/1950,3/25/1980
422. Solomon,A423,6/1/1950,3/25/1980
423. Donovan,A424,6/1/1950,3/25/1980
424. Damon,A425,6/1/1950,3/25/1980
425. Jeffrey,A426,6/1/1950,3/25/1980
426. Kason,A427,6/1/1950,3/25/1980
427. Sage,A428,6/1/1950,3/25/1980
428. Grady,A429,6/1/1950,3/25/1980
429. Kendrick,A430,6/1/1950,3/25/1980
430. Leland,A431,6/1/1950,3/25/1980
431. Luciano,A432,6/1/1950,3/25/1980
432. Pedro,A433,6/1/1950,3/25/1980
433. Hank,A434,6/1/1950,3/25/1980
434. Hugo,A435,6/1/1950,3/25/1980
435. Esteban,A436,6/1/1950,3/25/1980
436. Johnny,A437,6/1/1950,3/25/1980
437. Kashton,A438,6/1/1950,3/25/1980
438. Ronin,A439,6/1/1950,3/25/1980
439. Ford,A440,6/1/1950,3/25/1980
440. Mathias,A441,6/1/1950,3/25/1980
441. Porter,A442,6/1/1950,3/25/1980
442. Erik,A443,6/1/1950,3/25/1980
443. Johnathan,A444,6/1/1950,3/25/1980
444. Frank,A445,6/1/1950,3/25/1980
445. Tripp,A446,6/1/1950,3/25/1980
446. Casey,A447,6/1/1950,3/25/1980
447. Fabian,A448,6/1/1950,3/25/1980
448. Leonidas,A449,6/1/1950,3/25/1980
449. Baker,A450,6/1/1950,3/25/1980
450. Matthias,A451,6/1/1950,3/25/1980
451. Philip,A452,6/1/1950,3/25/1980
452. Jayceon,A453,6/1/1950,3/25/1980
453. Kian,A454,6/1/1950,3/25/1980
454. Saint,A455,6/1/1950,3/25/1980
455. Ibrahim,A456,6/1/1950,3/25/1980
456. Jaxton,A457,6/1/1950,3/25/1980
457. Augustus,A458,6/1/1950,3/25/1980
458. Callen,A459,6/1/1950,3/25/1980
459. Trevor,A460,6/1/1950,3/25/1980
460. Ruben,A461,6/1/1950,3/25/1980
461. Adan,A462,6/1/1950,3/25/1980
462. Conor,A463,6/1/1950,3/25/1980
463. Dax,A464,6/1/1950,3/25/1980
464. Braylen,A465,6/1/1950,3/25/1980
465. Kaison,A466,6/1/1950,3/25/1980
466. Francis,A467,6/1/1950,3/25/1980
467. Kyson,A468,6/1/1950,3/25/1980
468. Andy,A469,6/1/1950,3/25/1980
469. Lucca,A470,6/1/1950,3/25/1980
470. Mack,A471,6/1/1950,3/25/1980
471. Peyton,A472,6/1/1950,3/25/1980
472. Alexis,A473,6/1/1950,3/25/1980
473. Deacon,A474,6/1/1950,3/25/1980
474. Kasen,A475,6/1/1950,3/25/1980
475. Kamden,A476,6/1/1950,3/25/1980
476. Frederick,A477,6/1/1950,3/25/1980
477. Princeton,A478,6/1/1950,3/25/1980
478. Braylon,A479,6/1/1950,3/25/1980
479. Wells,A480,6/1/1950,3/25/1980
480. Nikolai,A481,6/1/1950,3/25/1980
481. Iker,A482,6/1/1950,3/25/1980
482. Bo,A483,6/1/1950,3/25/1980
483. Dominick,A484,6/1/1950,3/25/1980
484. Moshe,A485,6/1/1950,3/25/1980
485. Cassius,A486,6/1/1950,3/25/1980
486. Gregory,A487,6/1/1950,3/25/1980
487. Lewis,A488,6/1/1950,3/25/1980
488. Kieran,A489,6/1/1950,3/25/1980
489. Isaias,A490,6/1/1950,3/25/1980
490. Seth,A491,6/1/1950,3/25/1980
491. Marcos,A492,6/1/1950,3/25/1980
492. Omari,A493,6/1/1950,3/25/1980
493. Shane,A494,6/1/1950,3/25/1980
494. Keegan,A495,6/1/1950,3/25/1980
495. Jase,A496,6/1/1950,3/25/1980
496. Asa,A497,6/1/1950,3/25/1980
497. Sonny,A498,6/1/1950,3/25/1980
498. Uriel,A499,6/1/1950,3/25/1980
499. Pierce,A500,6/1/1950,3/25/1980
500. Jasiah,A501,6/1/1950,3/25/1980
501. Eden,A502,6/1/1950,3/25/1980
502. Rocco,A503,6/1/1950,3/25/1980
503. Banks,A504,6/1/1950,3/25/1980
504. Cannon,A505,6/1/1950,3/25/1980
505. Denver,A506,6/1/1950,3/25/1980
506. Zaiden,A507,6/1/1950,3/25/1980
507. Roberto,A508,6/1/1950,3/25/1980
508. Shawn,A509,6/1/1950,3/25/1980
509. Drew,A510,6/1/1950,3/25/1980
510. Emanuel,A511,6/1/1950,3/25/1980
511. Kolton,A512,6/1/1950,3/25/1980
512. Ayaan,A513,6/1/1950,3/25/1980
513. Ares,A514,6/1/1950,3/25/1980
514. Conner,A515,6/1/1950,3/25/1980
515. Jalen,A516,6/1/1950,3/25/1980
516. Alonzo,A517,6/1/1950,3/25/1980
517. Enrique,A518,6/1/1950,3/25/1980
518. Dalton,A519,6/1/1950,3/25/1980
519. Moses,A520,6/1/1950,3/25/1980
520. Koda,A521,6/1/1950,3/25/1980
521. Bodie,A522,6/1/1950,3/25/1980
522. Jamison,A523,6/1/1950,3/25/1980
523. Phillip,A524,6/1/1950,3/25/1980
524. Zaire,A525,6/1/1950,3/25/1980
525. Jonas,A526,6/1/1950,3/25/1980
526. Kylo,A527,6/1/1950,3/25/1980
527. Moises,A528,6/1/1950,3/25/1980
528. Shepherd,A529,6/1/1950,3/25/1980
529. Allen,A530,6/1/1950,3/25/1980
530. Kenzo,A531,6/1/1950,3/25/1980
531. Mohamed,A532,6/1/1950,3/25/1980
532. Keanu,A533,6/1/1950,3/25/1980
533. Dexter,A534,6/1/1950,3/25/1980
534. Conrad,A535,6/1/1950,3/25/1980
535. Bruce,A536,6/1/1950,3/25/1980
536. Sylas,A537,6/1/1950,3/25/1980
537. Soren,A538,6/1/1950,3/25/1980
538. Raphael,A539,6/1/1950,3/25/1980
539. Rowen,A540,6/1/1950,3/25/1980
540. Gunnar,A541,6/1/1950,3/25/1980
541. Sutton,A542,6/1/1950,3/25/1980
542. Quentin,A543,6/1/1950,3/25/1980
543. Jaziel,A544,6/1/1950,3/25/1980
544. Emmitt,A545,6/1/1950,3/25/1980
545. Makai,A546,6/1/1950,3/25/1980
546. Koa,A547,6/1/1950,3/25/1980
547. Maximilian,A548,6/1/1950,3/25/1980
548. Brixton,A549,6/1/1950,3/25/1980
549. Dariel,A550,6/1/1950,3/25/1980
550. Zachariah,A551,6/1/1950,3/25/1980
551. Roy,A552,6/1/1950,3/25/1980
552. Armando,A553,6/1/1950,3/25/1980
553. Corey,A554,6/1/1950,3/25/1980
554. Saul,A555,6/1/1950,3/25/1980
555. Izaiah,A556,6/1/1950,3/25/1980
556. Danny,A557,6/1/1950,3/25/1980
557. Davis,A558,6/1/1950,3/25/1980
558. Ridge,A559,6/1/1950,3/25/1980
559. Yusuf,A560,6/1/1950,3/25/1980
560. Ariel,A561,6/1/1950,3/25/1980
561. Valentino,A562,6/1/1950,3/25/1980
562. Jayson,A563,6/1/1950,3/25/1980
563. Ronald,A564,6/1/1950,3/25/1980
564. Albert,A565,6/1/1950,3/25/1980
565. Gerardo,A566,6/1/1950,3/25/1980
566. Ryland,A567,6/1/1950,3/25/1980
567. Dorian,A568,6/1/1950,3/25/1980
568. Drake,A569,6/1/1950,3/25/1980
569. Gage,A570,6/1/1950,3/25/1980
570. Rodrigo,A571,6/1/1950,3/25/1980
571. Hezekiah,A572,6/1/1950,3/25/1980
572. Kylan,A573,6/1/1950,3/25/1980
573. Boone,A574,6/1/1950,3/25/1980
574. Ledger,A575,6/1/1950,3/25/1980
575. Santana,A576,6/1/1950,3/25/1980
576. Jamari,A577,6/1/1950,3/25/1980
577. Jamir,A578,6/1/1950,3/25/1980
578. Lawrence,A579,6/1/1950,3/25/1980
579. Reece,A580,6/1/1950,3/25/1980
580. Kaysen,A581,6/1/1950,3/25/1980
581. Shiloh,A582,6/1/1950,3/25/1980
582. Arjun,A583,6/1/1950,3/25/1980
583. Marcelo,A584,6/1/1950,3/25/1980
584. Abram,A585,6/1/1950,3/25/1980
585. Benson,A586,6/1/1950,3/25/1980
586. Huxley,A587,6/1/1950,3/25/1980
587. Nikolas,A588,6/1/1950,3/25/1980
588. Zain,A589,6/1/1950,3/25/1980
589. Kohen,A590,6/1/1950,3/25/1980
590. Samson,A591,6/1/1950,3/25/1980
